INDEX;0;1;2;3;4;5;6;7;8;9;PREDICTEDCLASS;TRUECLASS
1693;-30.784;-79.300;-87.667;40.074;-43.355;142.668;-12.399;-48.743;79.036;43.398;5;5
1694;-17.200;0.0239;0.1024;34.915;-31.645;-0.3063;-0.6636;-13.971;73.088;-30.959;8;8
1695;-25.908;14.608;-53.337;-12.908;15.818;-26.899;-79.373;52.543;32.907;82.451;9;9
1696;51.115;40.522;110.259;-11.568;-0.1728;-100.643;-20.741;15.788;-35.131;-48.187;2;2
1697;-41.005;-41.681;-44.394;12.409;40.076;-41.402;-48.366;32.295;35.399;119.093;9;9
1698;13.220;-41.390;-11.208;-10.382;0.6285;38.997;68.480;-50.749;0.7568;-22.425;6;6
1699;-13.898;-0.8372;35.356;63.424;-50.076;-68.240;-148.739;192.206;-49.083;58.468;7;7
1700;119.843;-167.705;41.101;-0.0818;-113.868;20.444;37.244;0.0313;52.052;21.181;0;0
1701;-42.421;0.1781;-24.134;-0.5260;39.521;-0.1279;-19.154;19.908;10.372;26.601;4;4
1702;-14.243;-18.832;-18.124;23.975;-57.760;40.238;-27.764;0.0754;118.503;-44.458;8;8
1703;-0.7181;17.228;14.781;0.4627;-25.892;-28.597;-44.663;52.551;0.5396;18.005;7;7
1704;-24.518;109.546;-18.977;-19.233;26.118;-61.808;-16.841;31.373;-13.923;-0.4482;1;1
1705;-10.540;20.399;0.8482;0.2978;-0.0637;-56.755;-97.436;105.975;-25.661;59.241;7;7
1706;-97.510;49.479;-61.812;-0.8799;164.721;-62.207;-76.608;63.247;-12.330;60.499;4;4
1707;-41.179;107.951;-36.808;0.0397;15.134;-16.933;-14.258;-20.133;22.527;-15.430;1;1
1708;171.388;-190.675;-0.8967;-14.565;-75.896;30.935;52.451;-42.307;-0.1410;93.734;0;0
1709;-19.431;0.2130;12.215;24.795;-21.757;10.025;-0.9230;-0.1435;13.197;-0.2917;3;9
1710;-18.201;36.795;12.666;0.2904;-0.0078;-73.642;-143.067;142.276;-40.941;87.142;7;7
1711;43.020;34.584;151.663;66.569;-126.151;-66.595;-50.830;-32.154;70.612;-83.387;2;2
1712;141.916;-114.004;56.193;14.607;-33.655;-84.317;0.1499;-42.603;0.9764;79.788;0;0
1713;116.761;-133.015;14.411;-30.203;-22.756;-47.663;0.3411;14.110;37.131;68.853;0;0
1714;-77.845;-15.512;-107.702;-30.554;131.477;-14.658;-89.971;67.977;-0.6554;152.490;9;9
1715;-27.931;112.544;-20.188;-10.300;16.037;-45.503;-19.401;0.6185;0.7356;-18.233;1;1
1716;-0.9027;41.233;15.237;-0.6934;-22.590;-34.919;-41.038;43.009;0.7590;0.9447;7;7
1717;54.499;-85.235;18.116;13.688;-44.504;0.5935;19.773;-35.200;66.880;0.1571;8;8
1718;-67.921;0.7916;54.388;52.501;54.407;-77.592;-149.561;130.057;-53.773;72.631;7;7
1719;-29.163;-14.777;-14.693;32.683;-28.710;-26.997;-39.742;-21.464;144.047;0.6480;8;8
1720;-91.184;-51.916;-57.379;-0.1867;134.514;29.262;-0.6644;0.8820;-0.6613;57.873;4;4
1721;-32.426;18.904;-29.250;-22.601;37.803;-52.663;-71.908;74.200;12.617;72.633;7;7
1722;-16.841;11.463;92.371;30.407;24.420;-59.457;-52.583;40.638;-32.996;-36.519;2;2
1723;242.865;-251.398;0.2421;-38.469;-56.266;13.080;77.726;-85.945;24.223;94.752;0;0
1724;-22.188;-19.440;-12.710;0.4339;120.526;-49.444;-41.442;29.643;-49.320;50.394;4;4
1725;-10.516;10.760;-10.941;-16.269;-0.6817;34.594;72.029;-37.799;21.607;-65.409;6;6
1726;178.895;-144.499;12.042;-0.0455;-73.853;13.327;34.962;-60.593;-21.582;77.206;0;0
1727;-36.274;12.074;-22.447;137.760;-119.690;11.083;-123.528;60.606;63.610;45.992;3;3
1728;-37.547;109.574;-31.258;-14.804;25.274;-41.963;-13.612;23.248;-0.9853;-0.2407;1;1
1729;-19.084;116.426;10.475;-30.291;21.253;-101.643;-20.663;35.541;24.632;-32.203;1;1
1730;-33.139;-17.545;12.696;97.270;-40.065;37.624;-42.619;-59.397;65.688;0.1885;3;3
1731;-29.017;-90.506;50.759;148.697;-45.621;20.165;-50.203;-74.836;70.455;33.072;3;3
1732;19.864;-20.910;-27.145;14.107;16.966;-18.553;-62.499;0.4304;0.7095;82.155;9;9
1733;40.423;-54.270;-68.249;-58.569;0.3492;53.377;128.461;-43.223;-0.6369;-0.8482;6;6
1734;0.3854;-158.757;-56.131;-11.334;-0.6904;34.335;-62.171;154.818;18.257;86.044;7;7
1735;-18.823;-0.3014;-0.0751;-17.475;45.832;-12.333;-18.259;13.011;0.0298;10.086;4;4
1736;-32.615;102.536;-21.266;-22.945;26.604;-45.395;-0.8435;22.158;-0.8425;-0.9929;1;1
1737;-35.300;10.691;81.541;0.8387;-0.7909;33.375;22.774;-31.354;-0.1063;-96.714;2;5
1738;-27.480;-0.9219;0.4852;144.557;-42.721;17.604;-46.985;-33.210;18.581;12.356;3;3
1739;145.695;-96.325;14.136;-34.419;-0.7535;-48.853;51.529;-63.629;13.775;40.353;0;0
1740;30.154;-44.653;-36.534;13.376;-18.076;56.924;65.514;-140.889;95.747;-13.734;8;8
1741;-49.743;100.115;0.9519;16.558;-16.407;-104.905;-122.948;138.670;26.625;0.7903;7;7
1742;-0.6174;-30.293;-0.2932;150.189;-55.507;24.743;-14.919;-71.265;47.674;-0.4057;3;3
1743;-0.1863;-60.898;-61.137;-19.647;111.601;-44.262;-59.039;49.177;-24.923;117.615;9;9
1744;18.711;-31.698;-16.219;11.553;-13.907;38.174;97.304;-63.085;19.580;-56.862;6;6
1745;-18.475;-46.065;-65.347;0.0116;95.513;-87.252;-86.230;61.680;11.576;153.667;9;9
1746;-24.976;-30.030;55.014;104.818;-14.216;30.641;15.751;-55.387;-20.350;-39.207;3;3
1747;-28.809;-42.680;-156.434;-0.5863;-68.226;143.153;34.891;74.988;17.444;21.965;5;5
1748;94.977;-173.574;-12.884;-120.112;-14.391;21.452;106.563;99.296;-45.117;18.480;6;0
1749;55.102;-21.805;198.355;35.856;-151.878;-127.146;-98.617;51.822;90.047;-25.160;2;2
1750;-23.260;30.200;47.580;19.149;-0.8945;-78.067;-45.239;88.382;-16.706;-0.3175;7;7
1751;-19.773;38.142;32.572;0.1605;68.658;-41.424;-39.037;12.258;-48.967;13.006;4;4
1752;-38.079;-86.254;-33.395;35.472;-32.586;105.915;0.7101;-19.746;41.850;28.201;5;5
1753;-38.773;112.923;-33.440;-12.782;19.666;-30.108;-0.8682;-0.0484;0.7348;-15.453;1;1
1754;-63.544;94.729;64.658;29.998;0.2266;-84.198;-48.911;39.900;23.430;-50.605;1;7
1755;0.6340;-59.247;-0.8876;31.304;-56.841;98.203;-0.2517;-47.254;19.020;17.876;5;5
1756;-27.661;-20.904;-34.170;0.9568;-30.192;32.009;0.6969;-34.722;87.118;15.992;8;8
1757;143.607;-22.191;0.9506;-53.671;0.3100;-78.667;-16.399;-0.8368;-25.534;48.836;0;0
1758;-12.356;-53.272;59.126;18.651;-34.614;0.1750;-27.634;-61.952;125.101;0.1415;8;8
1759;-10.307;-37.939;-0.5140;-0.4645;-17.921;0.7223;21.037;-0.8545;65.036;-0.7160;8;8
1760;-86.715;169.541;-58.068;-0.8211;51.640;-90.178;-47.209;17.094;50.945;0.6526;1;1
1761;-73.459;-49.700;-100.552;21.272;10.080;82.553;-32.218;21.669;56.251;64.832;5;5
1762;109.041;-115.973;-41.804;-0.9601;-71.848;34.673;28.933;-17.203;53.565;38.629;0;0
1763;-37.731;0.2536;-39.865;100.252;-41.684;40.612;-26.895;-13.192;26.591;12.011;3;3
1764;177.346;-147.938;17.501;-39.837;-10.724;-26.075;67.215;-95.441;17.370;59.331;0;0
1765;-15.011;-0.9657;45.589;56.670;-20.486;0.3439;-25.234;-11.211;-0.1136;-12.503;3;3
1766;-24.196;86.401;-10.591;-23.586;13.851;-45.118;-0.4019;29.546;0.4328;-34.783;1;1
1767;-25.855;-45.881;0.6961;-11.519;95.106;-16.139;-30.284;0.7430;-20.606;51.000;4;4
1768;79.773;-65.034;13.598;-73.278;-24.160;-15.887;50.453;-13.052;50.395;-18.253;0;0
1769;-30.599;-24.768;117.400;136.000;-83.994;-35.688;-117.622;17.739;42.594;16.230;3;3
1770;-21.502;13.655;20.998;0.3591;-40.354;-39.010;-84.903;112.251;22.777;15.342;7;7
1771;18.125;49.617;167.356;0.1755;-115.055;-62.272;-101.029;21.429;44.964;-24.932;2;2
1772;-83.526;-55.210;32.345;-0.8182;0.2288;48.599;-16.580;122.257;-20.639;-38.280;7;7
1773;11.761;73.325;-0.5405;-35.092;-0.2811;-30.308;41.824;-0.6676;0.7163;-57.946;1;1
1774;-0.6299;-69.085;-41.081;0.8442;-10.957;59.241;-0.7312;-45.240;87.551;18.845;8;8
1775;58.392;-67.382;27.745;-0.6773;-20.616;-27.301;16.086;-0.2563;26.515;0.3356;0;0
1776;-20.482;37.435;48.336;31.117;-44.290;-67.649;-125.434;129.351;-0.4208;26.092;7;7
1777;107.397;-112.059;27.977;0.0781;-50.200;-0.0749;42.558;-51.113;30.781;16.143;0;0
1778;0.4109;35.266;0.8349;-26.911;59.771;-34.002;-11.800;-0.0522;-40.357;0.5729;4;4
1779;-0.7390;-17.876;79.897;190.590;-99.556;0.1397;-82.443;-59.986;62.424;-19.336;3;3
1780;-13.017;89.546;0.4991;-23.521;10.922;-48.267;-0.4186;22.608;-10.243;-29.991;1;1
1781;-0.9848;-56.053;-54.968;-24.168;91.007;-39.705;-20.886;28.564;-11.965;110.419;9;9
1782;-98.771;-95.822;21.017;43.160;-38.381;20.472;-78.351;71.812;115.774;48.279;8;8
1783;-11.691;0.9587;13.054;11.724;15.068;-78.509;-105.495;147.268;-60.378;62.150;7;7
1784;-18.144;15.808;33.375;19.684;-28.863;-54.701;-109.784;128.507;-17.706;38.209;7;7
1785;-105.522;191.491;-78.227;32.914;47.910;-12.775;-64.554;-61.233;65.825;-15.726;1;1
1786;-36.156;-0.8733;-40.071;-0.3479;64.731;-21.810;-15.304;24.155;0.8393;31.766;4;4
1787;-27.722;-93.260;-97.882;0.9221;101.657;-15.948;-89.136;68.780;-12.528;176.192;9;9
1788;-29.019;-24.557;-48.951;11.383;45.285;-24.921;-47.922;34.029;0.6606;91.762;9;9
1789;-0.1637;42.014;47.497;95.766;-66.531;-0.3941;-62.082;-13.115;18.208;-31.155;3;3
1790;-0.4959;19.401;101.863;-46.271;-10.048;-131.713;-89.634;83.073;35.689;28.155;2;2
1791;-14.478;116.957;-0.9236;-10.717;17.325;-73.180;-0.9177;24.222;-0.4795;-31.545;1;1
1792;-43.089;-10.164;36.967;78.378;-0.1115;-90.156;-110.521;138.054;-22.720;46.055;7;7
1793;-68.529;-66.304;-31.430;35.299;98.428;-0.9848;-106.605;51.138;-41.780;172.519;9;9
1794;62.626;-53.324;34.922;0.7755;-55.287;0.2143;29.783;-41.728;20.469;-0.4609;0;0
1795;30.660;14.757;187.121;0.0286;-39.370;-81.525;-25.508;0.5942;-25.173;-65.041;2;2
1796;142.496;-89.163;48.092;0.0621;-0.7269;-39.627;41.651;-82.198;-21.508;27.550;0;0
1797;21.264;-35.751;-48.310;99.788;-55.900;67.300;25.466;-78.275;0.1962;30.614;3;3
1798;-37.488;-27.225;-22.822;140.767;0.3005;67.208;-33.019;-90.569;0.0240;28.994;3;3
1799;-14.880;41.776;32.895;31.143;-25.479;-80.378;-169.997;168.646;-49.412;78.470;7;7
1800;-25.035;-40.144;-29.098;-53.050;101.466;0.8491;103.817;-39.821;-65.848;38.368;6;6
1801;-111.141;-123.030;-46.441;106.844;47.756;51.777;-151.142;59.753;19.528;190.574;9;9
1802;14.818;42.389;140.659;18.564;-0.4324;-87.681;-67.286;-29.556;0.1751;-17.744;2;2
1803;-11.574;-77.444;28.761;183.753;-106.817;36.083;-72.525;15.926;0.7662;42.729;3;3
1804;-33.238;-0.3291;43.704;232.217;-72.118;-39.730;-126.597;-80.509;96.355;33.514;3;3
1805;0.0100;-23.182;29.109;26.790;-25.951;-51.423;-73.046;125.041;-36.842;36.894;7;7
1806;-15.855;40.405;44.160;27.966;-37.370;-77.347;-133.960;122.984;-0.4053;46.285;7;7
1807;115.094;-112.192;11.762;12.755;-12.748;0.2262;16.704;-29.010;-44.219;61.368;0;0
1808;103.190;-137.819;23.492;-68.764;96.929;-56.788;83.233;-21.780;-76.255;58.017;0;0
1809;-21.825;53.153;-0.7602;-0.0175;0.7146;-67.129;-71.551;71.604;-0.4640;51.663;7;7
1810;-53.797;-122.015;-14.196;51.527;-45.729;155.296;38.190;-50.786;48.576;0.3269;5;5
1811;92.656;-117.138;194.167;63.307;-104.481;-100.506;-111.857;25.773;54.467;18.203;2;2
1812;-14.131;-17.313;-35.575;-0.8048;63.280;-33.150;-70.980;50.822;-20.316;95.209;9;9
1813;33.738;-139.271;41.892;-17.086;-43.898;44.303;40.113;-45.634;81.308;0.3880;8;8
1814;-43.606;34.202;-0.1512;-17.107;-23.486;-22.652;-81.923;113.615;13.007;27.006;7;7
1815;-42.986;0.5569;-37.863;-18.614;119.544;-0.9788;-26.311;11.970;-34.186;35.632;4;4
1816;-46.309;-14.173;-55.096;-0.8349;124.265;-49.862;-36.936;20.935;0.3248;65.572;4;4
1817;33.194;45.127;92.871;-0.0723;-22.540;-60.196;0.1409;-40.413;0.7435;-57.925;2;2
1818;18.270;-102.891;-95.912;0.4772;20.794;81.809;158.634;-101.655;11.683;12.781;6;6
1819;63.243;-93.173;13.208;0.0980;-27.213;38.725;88.565;-66.252;0.3244;-26.613;6;6
1820;-31.954;122.138;-0.3942;-38.435;36.265;-76.966;-10.940;41.346;0.3416;-51.454;1;1
1821;-47.743;-90.296;-55.002;42.956;24.119;21.462;-100.317;69.029;16.638;141.164;9;9
1822;-0.8109;-56.384;-89.552;22.538;10.554;90.995;98.784;-112.110;68.520;-20.612;6;6
1823;-0.9457;-18.841;0.0893;-0.5325;14.177;-25.711;0.9594;0.2540;23.563;18.637;8;8
1824;53.116;33.043;198.250;11.790;-150.123;-84.562;-93.956;10.396;63.814;-41.647;2;2
1825;-89.026;-32.342;-163.663;57.822;140.748;-48.750;-127.817;35.987;42.968;216.980;9;9
1826;172.667;-173.581;35.641;-14.181;-50.389;-32.066;45.435;-52.205;36.630;53.619;0;0
1827;-60.289;-19.852;0.7353;47.516;-56.533;-0.3626;-0.6140;-101.519;238.086;-39.763;8;8
1828;-0.7107;-0.9101;-0.0908;82.228;-60.376;35.546;-94.164;51.279;-26.421;43.745;3;3
1829;-21.913;88.604;-12.850;-13.849;23.170;-53.332;-33.499;33.022;-13.368;10.674;1;1
1830;-11.973;95.655;-0.5645;-15.399;0.8165;-53.259;0.0090;19.624;-10.568;-25.601;1;1
1831;21.157;-111.162;-61.886;-13.664;-17.800;112.403;155.248;-82.183;19.855;-19.676;6;6
1832;-37.513;21.197;-18.327;117.550;-17.152;41.204;-70.231;-60.760;0.9590;27.891;3;3
1833;-73.384;-110.489;-50.621;87.934;-42.734;137.719;-43.320;-10.719;70.829;43.541;5;5
1834;-50.624;146.539;-35.437;-0.5583;36.944;-97.595;-25.006;34.277;14.047;-0.8188;1;1
1835;-21.539;106.867;-23.576;-19.864;10.499;-29.736;-10.326;0.0195;0.7444;-27.005;1;1
1836;-19.542;117.428;-0.0998;-12.162;10.722;-75.350;-21.063;30.917;-0.6705;-16.587;1;1
1837;-0.7036;0.4638;0.8897;102.079;-53.699;38.524;-40.890;-51.612;17.260;-0.2501;3;3
1838;-0.9004;149.981;50.182;-16.777;0.3465;-94.010;-28.571;0.7767;0.5653;-79.472;1;1
1839;31.705;34.259;103.395;10.144;-78.584;-85.110;-54.888;23.410;53.163;-36.392;2;2
1840;-10.174;-23.599;21.060;173.799;-77.043;49.400;15.192;-140.553;49.479;-21.177;3;3
1841;163.996;-184.420;-76.263;-25.885;-34.225;61.911;55.150;-43.100;0.9642;78.973;0;0
1842;28.808;0.5083;95.822;35.702;-62.848;-50.237;-12.934;-55.712;70.183;-48.451;2;2
1843;188.333;-83.952;115.167;36.011;-41.986;-85.921;-18.044;-71.388;-34.571;23.487;0;0
1844;-36.025;126.969;-12.337;-0.4600;14.854;-80.922;-38.607;45.126;-0.2811;0.0747;1;1
1845;-40.965;-96.234;0.3366;187.593;-80.090;44.778;-66.139;-25.396;63.997;55.262;3;3
1846;-23.463;-30.601;-17.563;29.339;-35.060;55.073;-0.6058;-0.2273;35.790;0.1371;5;5
1847;22.854;-202.926;-91.520;24.506;-78.475;194.929;66.816;-19.497;78.121;10.463;5;5
1848;-24.428;36.525;36.573;29.359;-16.519;-95.539;-123.414;123.087;-0.2060;47.704;7;7
1849;-21.402;0.7849;-0.6799;10.321;34.482;-32.702;-22.849;11.555;0.3500;25.171;4;4
1850;-36.559;0.0230;-0.0064;33.178;-43.897;-0.5155;-110.268;48.357;90.716;30.488;8;8
1851;-51.876;-12.157;-58.772;18.592;76.235;-49.282;-68.549;31.203;26.430;103.371;9;9
1852;35.066;-56.598;-89.075;30.695;0.7369;54.610;136.651;-93.515;25.682;-39.328;6;6
1853;-0.3210;-146.846;-105.916;-0.8714;141.847;-31.716;-90.826;57.721;-14.419;224.929;9;9
1854;54.202;-126.428;-90.205;-53.205;31.370;112.176;166.774;-127.649;36.191;-12.157;6;6
1855;-18.513;-39.634;18.362;16.623;-18.462;14.179;-21.397;-0.9015;49.046;11.759;8;8
1856;-27.294;-45.081;97.643;85.883;-60.023;-16.816;-79.337;35.624;15.658;0.7351;2;3
1857;-91.846;-51.717;-105.667;-53.827;92.003;129.618;168.850;-73.755;-12.837;-14.449;6;6
1858;0.0644;-60.966;-60.724;-30.533;29.752;78.978;166.631;-88.478;0.3200;-42.919;6;6
1859;-48.260;-44.928;37.720;-38.555;-20.527;-96.628;-59.833;27.488;235.364;0.3677;8;8
1860;-10.567;-50.261;-25.792;26.820;-36.449;65.983;0.3478;-0.4188;14.547;20.299;5;5
1861;-104.830;183.035;-59.623;-0.4609;20.805;-29.888;-63.910;15.310;58.232;-23.144;1;1
1862;-13.352;18.113;-0.2537;0.1892;23.300;-14.189;-22.387;13.415;-11.626;0.4861;4;4
1863;-12.460;19.170;168.338;-12.258;-0.2900;-46.510;-43.216;-16.055;-28.307;-32.748;2;2
1864;-71.934;40.508;-68.255;-28.924;139.528;-49.631;-45.235;30.251;-0.0376;54.455;4;4
1865;-22.198;0.7837;-62.336;-25.069;84.087;-74.838;25.994;27.909;0.6806;40.833;4;4
1866;-47.309;-106.549;-14.345;48.521;-45.513;124.748;19.123;-67.200;83.616;13.825;5;5
1867;-46.273;120.518;-27.970;-11.776;15.964;-55.066;-11.566;28.160;0.9649;-17.917;1;1
1868;-20.855;68.757;-0.8709;-17.688;30.211;-50.293;-0.9885;21.667;-0.1178;-15.073;1;1
1869;-41.041;-37.272;-104.577;34.013;99.000;-36.358;-90.000;51.879;-0.9131;162.307;9;9
1870;189.613;-176.668;16.861;-52.619;-90.799;41.074;50.341;-23.225;32.746;0.9109;0;0
1871;-0.9682;49.771;170.905;97.500;-158.601;-81.145;-69.370;-69.447;193.584;-111.994;8;2
1872;-82.916;57.954;-89.950;-52.677;192.370;-70.736;-66.355;41.191;0.3368;61.967;4;4
1873;-22.964;-24.787;-47.043;28.737;78.182;-72.018;-97.766;54.105;-13.774;140.883;9;9
1874;-11.699;-62.470;-36.857;14.848;-21.062;69.470;30.134;-14.686;19.331;16.523;5;5
1875;-23.816;20.917;15.922;32.339;-0.7751;-88.229;-140.482;186.930;-57.355;69.533;7;7
1876;-34.797;131.141;-20.773;-0.9432;19.254;-72.345;-13.594;24.765;-0.2028;-17.069;1;1
1877;-12.640;0.1208;-12.322;-0.8205;-19.614;0.7065;-0.9115;0.6394;46.462;-0.0715;8;8
1878;-0.5265;-13.603;0.8358;46.441;-22.793;-30.495;25.878;10.586;21.557;-18.106;3;8
1879;-21.835;-70.179;-63.436;38.922;-0.1747;84.414;0.2253;-42.212;40.933;40.343;5;5
1880;70.672;-21.601;-55.906;-77.286;79.098;-30.896;93.595;-60.264;0.1135;0.9937;6;6
1881;-55.859;0.8424;-69.031;-27.692;94.228;-73.860;-100.226;65.912;23.893;144.403;9;9
1882;-75.179;-54.952;27.670;0.5028;-47.092;10.487;-15.799;0.8831;153.287;-0.1962;8;8
1883;-40.350;-50.783;-44.378;17.323;17.955;0.1633;-103.496;126.223;-40.468;125.706;7;7
1884;-29.870;127.564;-23.731;-0.5032;13.505;-86.215;13.482;15.807;34.774;-52.837;1;1
1885;-22.676;77.630;-11.371;-53.352;0.5939;-30.962;20.428;20.640;42.571;-65.924;1;1
1886;13.907;-15.024;-12.697;-27.072;0.8082;29.834;91.048;-51.013;20.544;-67.257;6;6
1887;-0.2418;-0.5615;-20.523;-0.2960;0.1696;-12.574;-86.861;113.225;-35.887;47.500;7;7
1888;15.239;-20.542;-17.565;0.3733;12.643;29.293;67.638;-60.758;11.393;-40.079;6;6
1889;10.212;34.387;30.927;103.244;-39.390;30.538;-0.9446;-122.192;0.7360;-25.049;3;3
1890;23.652;128.257;272.843;-17.276;-26.778;-169.412;-93.911;10.827;-44.332;-79.357;2;2
1891;35.735;-0.0662;190.482;-14.566;-21.920;-79.070;-19.219;-35.173;-20.806;-22.662;2;2
1892;228.996;-183.471;29.345;-17.564;-124.721;41.709;43.162;-48.852;-27.119;66.588;0;0
1893;-46.711;-30.394;-14.458;36.579;-40.527;-0.7031;-21.389;-16.123;181.055;-23.532;8;8
1894;-58.986;-30.039;-93.586;10.884;21.426;27.750;-47.961;17.187;64.378;98.852;9;9
1895;0.6797;-26.314;283.730;11.836;-23.871;-104.810;-66.380;22.320;-77.303;0.0243;2;2
1896;-87.445;-175.459;-41.198;80.174;-93.461;207.485;-33.735;17.524;75.471;71.798;5;5
1897;-21.099;126.187;-15.675;-10.867;17.562;-67.328;-0.3699;10.004;-0.9321;-22.905;1;1
1898;103.666;-109.458;0.5399;-17.482;-68.425;36.117;96.646;-76.889;41.371;-15.302;0;0
1899;-78.951;0.4415;15.890;60.277;-44.631;-0.5406;-49.801;16.409;106.712;-16.342;8;8
1900;-17.727;93.840;15.762;-40.486;16.453;-89.142;40.261;-0.6069;47.850;-70.506;1;1
1901;-39.457;0.1264;-42.919;-17.244;59.182;-11.804;0.7112;-0.0206;13.392;30.445;4;9
1902;-40.488;-58.694;-37.979;14.760;-0.8969;72.657;0.5290;17.235;14.116;24.166;5;5
1903;-58.286;24.699;36.384;45.598;-0.6184;-47.125;-35.190;75.314;-0.3670;-24.283;7;7
1904;-42.600;-0.1515;-53.818;13.732;61.595;-44.370;-69.981;43.397;11.913;96.532;9;9
1905;15.590;-68.104;-46.156;17.704;0.4600;58.746;185.548;-94.603;20.919;-92.969;6;6
1906;-38.863;-42.077;-55.254;-10.759;54.662;-10.323;-57.189;42.074;18.874;108.272;9;9
1907;63.834;-62.368;11.520;-32.205;-37.133;0.0088;0.7194;13.182;27.438;0.5935;0;0
1908;15.641;-10.718;-10.458;-24.955;0.3843;0.4355;51.984;-16.387;-0.0823;-0.8858;6;6
1909;-50.147;131.865;0.3922;29.602;0.8245;-144.301;-98.270;66.421;44.250;31.390;1;1
1910;-34.885;-83.856;-58.933;51.852;-28.400;101.344;13.990;-24.856;29.693;46.535;5;5
1911;26.310;-85.252;-55.935;-0.6067;-41.816;84.259;56.264;-44.397;55.168;0.2488;5;5
1912;-13.700;15.800;-31.118;-14.955;-50.689;0.3080;11.036;-0.9180;106.307;-25.460;8;8
1913;17.379;-0.4663;11.642;70.620;-42.672;-11.599;-21.595;-43.378;48.298;-0.4044;3;3
1914;-40.948;-72.864;-63.998;20.466;-32.470;41.122;18.727;-32.333;156.766;15.533;8;8
1915;29.561;66.713;179.425;14.483;-85.825;-150.779;-126.463;31.083;59.020;-12.285;2;2
1916;20.164;-14.657;-48.952;-18.819;19.102;49.260;142.942;-102.879;31.154;-88.006;6;6
1917;-45.042;-192.225;-86.250;72.369;-87.513;218.620;-15.556;-41.388;113.191;69.554;5;5
1918;128.724;-48.372;46.708;-30.680;0.5912;-84.651;0.1239;-21.683;-22.709;31.562;0;0
1919;-28.387;34.677;22.689;37.532;-16.666;-81.018;-135.150;148.650;-27.158;55.280;7;7
1920;-0.8094;0.9892;0.8989;-33.832;55.651;-45.353;-38.674;25.998;-0.9651;32.689;4;4
1921;83.022;-81.020;-17.523;-45.550;13.000;60.868;174.253;-132.057;-0.6770;-55.352;6;6
1922;-0.9453;97.625;-0.4761;-13.836;0.8369;-56.788;0.8775;16.945;-0.7898;-38.925;1;1
1923;-0.7796;-22.269;52.150;145.223;-69.093;0.3912;-15.781;-98.418;58.034;-17.661;3;3
1924;-55.349;0.7996;-0.7722;-37.576;111.008;-23.659;-42.205;0.3584;-0.3154;45.397;4;4
1925;-21.497;43.264;20.561;14.552;0.0764;-80.758;-115.889;126.652;-40.251;60.832;7;7
1926;-27.066;-68.584;33.302;114.119;-12.075;35.968;-28.302;-44.596;22.116;0.6436;3;3
1927;0.6006;95.234;152.334;48.027;-67.161;-91.965;-57.496;-0.4791;17.091;-87.931;2;2
1928;-41.780;-64.560;34.780;122.111;-53.538;36.868;-68.563;21.681;23.015;22.736;3;3
1929;-48.271;16.539;-66.798;-33.003;141.002;-52.844;-47.431;0.3913;18.108;62.349;4;4
1930;-33.492;43.350;114.215;-18.513;75.690;-62.584;-26.379;-14.338;-49.138;-35.458;2;2
1931;-19.526;-14.339;-28.509;34.477;-21.646;82.469;26.954;-63.584;20.731;-14.366;5;5
1932;0.8033;68.635;206.716;24.220;-56.168;-104.013;-82.200;32.220;-33.733;-55.116;2;2
1933;-22.943;17.584;37.928;25.439;-0.7838;-63.053;-77.293;93.969;-22.386;27.311;7;7
1934;-66.103;142.991;-33.870;-0.3992;13.491;-43.335;-37.812;15.004;32.319;-23.785;1;1
1935;-13.090;-0.6424;38.631;28.790;-50.982;-39.277;-123.333;145.628;-25.342;55.713;7;7
1936;0.1187;-25.960;213.827;50.188;-146.653;-24.676;-71.573;32.647;65.537;-92.072;2;2
1937;0.8559;-40.391;-33.964;0.1853;-0.4497;88.212;155.395;-96.028;18.926;-97.899;6;6
1938;19.796;-11.592;-0.1960;-39.561;80.183;-34.349;21.181;-28.293;-32.819;37.026;4;4
1939;-38.815;148.780;-12.248;-44.709;29.472;-49.464;-16.074;0.1153;13.451;-45.384;1;1
1940;44.344;-62.879;-114.449;-91.296;-0.8920;63.170;72.882;-21.971;101.952;-11.969;8;5
1941;-25.576;-30.258;40.309;19.311;0.1646;-17.440;-27.715;23.702;0.5699;13.510;2;7
1942;-16.678;-0.1433;0.1726;0.3751;-0.2038;-0.5972;0.0915;-19.847;48.449;-0.7383;8;8
1943;13.277;-0.8396;-28.760;-20.228;0.1640;29.395;100.035;-52.858;29.378;-71.854;6;6
1944;154.971;-177.533;0.0110;20.991;-14.319;0.9850;47.094;-31.858;-57.939;74.727;0;0
1945;-22.126;126.183;14.776;-14.702;11.993;-77.042;-0.1627;0.3206;21.006;-64.345;1;1
1946;-0.7052;-27.656;16.508;0.3439;-41.240;0.1478;-15.218;-0.0066;81.446;-0.7490;8;8
1947;0.2606;-54.183;177.780;0.6288;-79.522;-31.187;-44.087;79.629;-0.8671;-50.511;2;2
1948;-41.407;-49.231;-17.212;24.060;0.5724;61.948;-18.858;0.7193;0.7957;21.271;5;5
1949;0.7315;-0.4061;60.372;32.048;-32.676;-57.054;-145.408;100.868;-23.500;66.313;7;7
1950;0.2807;-22.854;33.846;43.670;-51.323;-31.377;-113.349;146.653;-56.607;60.611;7;7
1951;18.417;-16.702;-0.6469;-18.105;32.078;-0.7539;83.763;-19.022;-39.429;-25.656;6;6
